,ch4 x=80m,ch7 x=50m,ch18 x=40m,ch10 x=30.8m,ch20 x=20m,ch23 x=5m
t(s),水位(cm),水位(cm),水位(cm),水位(cm),水位(cm),水位(cm)
261.57,-0.075,0.015,-0.013,0.012,0.07,0.275
261.58,-0.065,0.025,-0.013,0.012,0.06,0.265
261.59,-0.075,0.015,-0.013,0.002,0.06,0.275
261.6,-0.075,0.015,-0.013,-0.008,0.06,0.265
261.61,-0.085,0.015,-0.023,0.002,0.05,0.275
261.62,-0.075,0.015,-0.023,-0.008,0.05,0.275
261.63,-0.085,0.015,-0.023,0.002,0.06,0.275
261.64,-0.075,0.025,-0.023,0.002,0.07,0.265
261.65,-0.085,0.015,-0.023,-0.008,0.07,0.275
261.66,-0.075,0.025,-0.023,-0.008,0.07,0.265
261.67,-0.085,0.015,-0.033,-0.008,0.07,0.265
261.68,-0.075,0.025,-0.033,-0.018,0.07,0.265
261.69,-0.085,0.015,-0.033,-0.018,0.07,0.265
261.7,-0.075,0.025,-0.033,-0.008,0.08,0.265
261.71,-0.075,0.015,-0.043,-0.018,0.08,0.265
261.72,-0.075,0.025,-0.033,-0.018,0.08,0.265
261.73,-0.075,0.015,-0.043,-0.018,0.08,0.265
261.74,-0.065,0.025,-0.033,-0.028,0.07,0.265
261.75,-0.075,0.015,-0.043,-0.028,0.07,0.265
261.76,-0.055,0.025,-0.043,-0.028,0.07,0.265
261.77,-0.065,0.015,-0.043,-0.028,0.07,0.265
261.78,-0.055,0.025,-0.033,-0.028,0.06,0.265
261.79,-0.065,0.015,-0.033,-0.028,0.06,0.265
261.8,-0.055,0.035,-0.023,-0.028,0.06,0.265
261.81,-0.065,0.015,-0.023,-0.018,0.06,0.265
261.82,-0.065,0.025,-0.023,-0.018,0.06,0.265
261.83,-0.065,0.015,-0.023,-0.008,0.06,0.265
261.84,-0.055,0.025,-0.013,-0.008,0.06,0.265
261.85,-0.065,0.015,-0.013,-0.008,0.06,0.265
261.86,-0.065,0.035,-0.013,-0.008,0.06,0.265
261.87,-0.065,0.025,-0.013,0.002,0.07,0.265
261.88,-0.055,0.025,-0.003,0.002,0.06,0.265
261.89,-0.065,0.025,-0.013,0.002,0.07,0.265
261.9,-0.055,0.035,-0.003,0.002,0.07,0.265
261.91,-0.065,0.015,-0.013,0.002,0.06,0.265
261.92,-0.055,0.025,-0.013,0.002,0.07,0.265
261.93,-0.065,0.015,-0.013,0.002,0.06,0.265
261.94,-0.055,0.025,-0.013,-0.008,0.07,0.265
261.95,-0.065,0.015,-0.013,-0.008,0.07,0.265
261.96,-0.065,0.025,-0.013,0.002,0.07,0.265
261.97,-0.075,0.015,-0.013,-0.008,0.08,0.265
261.98,-0.075,0.025,-0.013,-0.008,0.08,0.265
261.99,-0.085,0.015,-0.013,0.002,0.07,0.265
262,-0.075,0.025,-0.013,-0.008,0.07,0.265
262.01,-0.085,0.015,-0.013,-0.008,0.08,0.265
262.02,-0.075,0.025,-0.013,0.002,0.08,0.265
262.03,-0.085,0.025,-0.023,0.002,0.08,0.265
262.04,-0.075,0.025,-0.013,-0.008,0.08,0.265
262.05,-0.085,0.015,-0.013,0.002,0.08,0.265
262.06,-0.075,0.025,-0.013,0.002,0.08,0.265
262.07,-0.095,0.015,-0.023,-0.008,0.08,0.265
262.08,-0.085,0.025,-0.013,-0.008,0.07,0.265
262.09,-0.085,0.015,-0.023,-0.008,0.08,0.265
262.1,-0.085,0.025,-0.013,-0.008,0.08,0.265
262.11,-0.095,0.015,-0.013,-0.008,0.08,0.265
262.12,-0.075,0.025,-0.013,-0.008,0.07,0.265
262.13,-0.085,0.015,-0.013,-0.008,0.08,0.265
262.14,-0.075,0.015,-0.013,-0.018,0.08,0.265
262.15,-0.075,0.015,-0.013,-0.018,0.07,0.265
262.16,-0.065,0.025,-0.013,-0.018,0.08,0.265
262.17,-0.065,0.015,-0.013,-0.008,0.08,0.265
262.18,-0.055,0.025,-0.003,-0.008,0.08,0.265
262.19,-0.055,0.015,-0.013,-0.008,0.08,0.265
262.2,-0.055,0.035,-0.003,-0.008,0.07,0.265
262.21,-0.055,0.015,-0.013,-0.008,0.07,0.265
262.22,-0.045,0.025,-0.013,-0.008,0.07,0.255
262.23,-0.055,0.015,-0.013,-0.008,0.06,0.265
262.24,-0.035,0.025,-0.013,-0.008,0.06,0.255
262.25,-0.045,0.015,-0.013,-0.008,0.05,0.265
262.26,-0.035,0.035,-0.003,-0.008,0.03,0.255
262.27,-0.045,0.025,-0.013,-0.008,0.03,0.265
262.28,-0.035,0.025,-0.013,-0.018,0.02,0.255
262.29,-0.055,0.015,-0.013,-0.008,0.02,0.265
262.3,-0.045,0.025,-0.013,-0.008,0.01,0.255
262.31,-0.055,0.015,-0.013,-0.008,0.01,0.265
262.32,-0.045,0.025,-0.013,-0.008,0.01,0.255
262.33,-0.045,0.015,-0.013,-0.008,0.01,0.265
262.34,-0.035,0.025,-0.013,-0.008,0,0.265
262.35,-0.045,0.015,-0.013,-0.008,0,0.265
262.36,-0.045,0.025,-0.013,-0.008,0.01,0.255
262.37,-0.055,0.015,-0.013,-0.008,0.01,0.255
262.38,-0.055,0.025,-0.013,-0.008,0,0.255
262.39,-0.065,0.015,-0.013,-0.008,0.01,0.255
262.4,-0.055,0.025,-0.013,-0.008,0.01,0.255
262.41,-0.075,0.015,-0.013,-0.008,0.02,0.255
262.42,-0.075,0.025,-0.013,-0.008,0.03,0.255
262.43,-0.095,0.015,-0.013,-0.008,0.06,0.265
262.44,-0.085,0.015,-0.013,-0.008,0.06,0.255
262.45,-0.095,0.015,-0.023,-0.008,0.07,0.265
262.46,-0.095,0.015,-0.013,-0.008,0.07,0.265
262.47,-0.105,0.015,-0.023,-0.008,0.08,0.265
262.48,-0.095,0.025,-0.013,-0.008,0.08,0.265
262.49,-0.105,0.025,-0.023,-0.008,0.08,0.265
262.5,-0.105,0.035,-0.003,-0.008,0.08,0.265
262.51,-0.115,0.015,-0.013,-0.008,0.08,0.265
262.52,-0.105,0.025,-0.013,-0.008,0.08,0.255
262.53,-0.125,0.015,-0.023,-0.018,0.08,0.255
262.54,-0.115,0.025,-0.013,-0.018,0.09,0.255
262.55,-0.125,0.015,-0.023,-0.008,0.08,0.255
262.56,-0.115,0.025,-0.013,-0.008,0.08,0.265
262.57,-0.115,0.015,-0.013,-0.008,0.08,0.265
262.58,-0.115,0.025,-0.013,-0.008,0.08,0.265
262.59,-0.115,0.015,-0.013,-0.008,0.08,0.265
262.6,-0.105,0.025,-0.013,-0.008,0.08,0.265
262.61,-0.115,0.015,-0.013,-0.008,0.07,0.265
262.62,-0.105,0.025,-0.013,-0.008,0.07,0.265
262.63,-0.115,0.015,-0.013,-0.008,0.07,0.265
262.64,-0.095,0.035,-0.003,-0.008,0.06,0.265
262.65,-0.095,0.015,-0.013,-0.008,0.05,0.265
262.66,-0.085,0.025,-0.003,-0.008,0.03,0.255
262.67,-0.095,0.015,-0.013,-0.008,0.03,0.265
262.68,-0.085,0.025,-0.003,-0.008,0.03,0.255
262.69,-0.095,0.015,-0.013,-0.008,0.02,0.265
262.7,-0.075,0.025,-0.003,-0.018,0.01,0.255
262.71,-0.075,0.005,-0.013,-0.008,0.01,0.255
262.72,-0.075,0.025,-0.003,-0.008,0.01,0.255
262.73,-0.075,0.015,-0.013,-0.008,0.01,0.265
262.74,-0.055,0.015,-0.003,-0.008,0.01,0.265
262.75,-0.065,0.015,-0.013,-0.008,0.01,0.265
262.76,-0.055,0.025,-0.013,-0.008,0.01,0.265
262.77,-0.065,0.015,-0.013,-0.008,0.01,0.265
262.78,-0.055,0.025,-0.013,-0.008,0.02,0.265
262.79,-0.065,0.015,-0.013,-0.008,0.02,0.265
262.8,-0.055,0.015,-0.013,-0.008,0.03,0.255
262.81,-0.065,0.015,-0.013,-0.008,0.03,0.265
262.82,-0.055,0.025,-0.013,-0.008,0.03,0.265
262.83,-0.065,0.015,-0.023,-0.008,0.05,0.265
262.84,-0.065,0.025,-0.023,-0.008,0.05,0.255
262.85,-0.065,0.015,-0.023,0.002,0.06,0.265
262.86,-0.065,0.025,-0.023,-0.008,0.06,0.265
262.87,-0.075,0.015,-0.033,0.002,0.07,0.265
262.88,-0.065,0.025,-0.023,0.002,0.07,0.265
262.89,-0.075,0.025,-0.033,-0.008,0.07,0.265
262.9,-0.065,0.025,-0.023,-0.008,0.08,0.265
262.91,-0.075,0.015,-0.023,-0.008,0.08,0.275
262.92,-0.065,0.015,-0.023,-0.008,0.07,0.265
262.93,-0.075,0.015,-0.023,-0.008,0.07,0.265
262.94,-0.065,0.025,-0.013,0.002,0.08,0.265
262.95,-0.075,0.015,-0.023,0.002,0.08,0.275
262.96,-0.065,0.035,-0.003,0.002,0.07,0.265
262.97,-0.075,0.015,-0.013,0.002,0.07,0.275
262.98,-0.065,0.025,-0.003,0.002,0.07,0.265
262.99,-0.075,0.015,-0.003,0.002,0.07,0.275
263,-0.075,0.015,0.007,0.002,0.06,0.265
263.01,-0.085,0.015,0.007,0.002,0.06,0.275
263.02,-0.075,0.015,0.007,0.012,0.05,0.275
263.03,-0.085,0.015,0.007,0.002,0.05,0.275
263.04,-0.075,0.015,0.007,0.002,0.05,0.275
263.05,-0.085,0.005,0.007,0.012,0.05,0.275
263.06,-0.075,0.015,0.007,0.012,0.03,0.275
263.07,-0.085,0.005,0.007,0.012,0.05,0.275
263.08,-0.075,0.015,0.007,0.012,0.03,0.275
263.09,-0.085,-0.005,0.007,0.012,0.03,0.275
263.1,-0.075,0.015,0.007,0.002,0.03,0.265
263.11,-0.085,0.005,0.007,0.012,0.03,0.265
263.12,-0.075,0.015,0.007,0.002,0.03,0.265
263.13,-0.085,0.005,-0.003,0.012,0.03,0.265
263.14,-0.075,0.015,-0.003,0.012,0.03,0.265
263.15,-0.085,0.005,-0.003,0.002,0.02,0.265
263.16,-0.075,0.015,-0.003,-0.008,0.02,0.265
263.17,-0.085,0.005,-0.013,0.002,0.02,0.265
263.18,-0.075,0.015,-0.003,-0.008,0.02,0.265
263.19,-0.085,0.005,-0.013,0.002,0.02,0.265
263.2,-0.075,0.015,-0.003,-0.008,0.02,0.265
263.21,-0.085,0.005,-0.013,-0.008,0.02,0.265
263.22,-0.075,0.015,-0.013,-0.008,0.01,0.255
263.23,-0.085,0.005,-0.013,-0.008,0.01,0.255
263.24,-0.065,0.015,-0.013,-0.008,0.02,0.255
263.25,-0.075,0.005,-0.023,-0.008,0.01,0.255
263.26,-0.065,0.015,-0.013,-0.008,0.02,0.255
263.27,-0.075,0.005,-0.023,-0.008,0.02,0.255
263.28,-0.065,0.015,-0.013,-0.008,0.02,0.265
263.29,-0.075,0.005,-0.013,-0.008,0.01,0.255
263.3,-0.065,0.015,-0.013,0.002,0.02,0.255
263.31,-0.075,0.005,-0.013,-0.008,0.02,0.265
263.32,-0.075,0.015,-0.013,-0.008,0.01,0.265
263.33,-0.085,0.005,-0.023,-0.008,0.02,0.265
263.34,-0.065,0.015,-0.013,-0.008,0.01,0.265
263.35,-0.075,0.015,-0.013,-0.008,0.02,0.265
263.36,-0.075,0.015,-0.003,0.002,0.02,0.265
263.37,-0.075,0.015,-0.013,0.002,0.02,0.265
263.38,-0.065,0.015,-0.013,0.002,0.02,0.265
263.39,-0.075,0.005,-0.013,0.002,0.03,0.265
263.4,-0.065,0.015,-0.003,0.002,0.02,0.265
263.41,-0.075,-0.005,-0.013,0.002,0.03,0.265
263.42,-0.065,0.015,-0.003,0.002,0.03,0.265
263.43,-0.075,0.005,-0.013,0.002,0.05,0.275
263.44,-0.065,0.015,-0.003,0.012,0.05,0.275
263.45,-0.075,0.005,-0.013,0.012,0.05,0.275
263.46,-0.065,0.015,-0.003,0.002,0.06,0.275
263.47,-0.075,0.005,-0.013,0.012,0.06,0.275
263.48,-0.075,0.015,-0.003,0.002,0.05,0.275
263.49,-0.085,0.005,-0.013,0.002,0.05,0.275
263.5,-0.075,0.005,-0.003,0.002,0.05,0.275
263.51,-0.075,-0.005,-0.013,0.002,0.05,0.275
263.52,-0.075,0.015,-0.003,0.002,0.05,0.275
263.53,-0.075,-0.005,-0.013,0.002,0.05,0.275
263.54,-0.075,0.005,-0.013,0.002,0.05,0.265
263.55,-0.075,0.005,-0.013,0.002,0.05,0.275
263.56,-0.075,0.005,-0.003,-0.008,0.05,0.265
263.57,-0.075,-0.005,-0.013,0.002,0.03,0.275
263.58,-0.075,0.005,-0.013,0.002,0.03,0.265
263.59,-0.075,-0.005,-0.013,0.002,0.03,0.275
263.6,-0.075,0.015,-0.013,0.002,0.03,0.265
263.61,-0.075,0.005,-0.013,0.002,0.02,0.275
263.62,-0.075,0.015,-0.013,-0.008,0.02,0.265
263.63,-0.085,0.005,-0.013,-0.008,0.01,0.265
263.64,-0.075,0.015,-0.013,-0.008,0.01,0.265
263.65,-0.075,0.005,-0.013,-0.008,0,0.265
263.66,-0.075,0.015,-0.003,-0.008,0,0.265
263.67,-0.075,0.005,-0.013,-0.008,0,0.265
263.68,-0.075,0.015,-0.003,-0.008,0,0.265
263.69,-0.075,0.005,-0.013,-0.008,0,0.265
263.7,-0.075,0.015,-0.003,-0.008,-0.01,0.255
263.71,-0.075,0.005,-0.013,-0.008,0,0.265
263.72,-0.075,0.015,-0.003,-0.008,-0.01,0.255
263.73,-0.085,0.005,-0.013,-0.008,-0.01,0.265
263.74,-0.075,0.025,-0.003,-0.018,0,0.265
263.75,-0.085,0.015,-0.013,-0.008,0.01,0.265
263.76,-0.075,0.025,-0.003,-0.008,0.01,0.265
263.77,-0.085,0.005,-0.013,-0.008,0.01,0.265
263.78,-0.075,0.015,-0.013,-0.008,0.01,0.265
263.79,-0.095,0.005,-0.013,-0.008,0.01,0.265
263.8,-0.085,0.015,-0.013,-0.018,0.02,0.265
263.81,-0.085,0.005,-0.013,-0.018,0.02,0.265
263.82,-0.075,0.015,-0.003,-0.018,0.02,0.255
263.83,-0.085,0.005,-0.013,-0.028,0.03,0.265
263.84,-0.075,0.015,-0.003,-0.028,0.03,0.265
263.85,-0.085,0.005,-0.013,-0.028,0.05,0.265
263.86,-0.075,0.015,-0.003,-0.028,0.05,0.265
263.87,-0.075,0.005,-0.013,-0.028,0.06,0.265
263.88,-0.075,0.015,-0.003,-0.018,0.06,0.265
263.89,-0.075,0.005,-0.013,-0.018,0.06,0.265
263.9,-0.075,0.015,-0.003,-0.018,0.06,0.265
263.91,-0.085,0.005,-0.013,-0.008,0.06,0.265
263.92,-0.075,0.015,-0.003,-0.008,0.06,0.265
263.93,-0.085,0.005,-0.013,-0.008,0.06,0.265
263.94,-0.075,0.015,-0.003,0.002,0.06,0.265
263.95,-0.085,0.005,-0.013,0.002,0.05,0.265
263.96,-0.075,0.015,-0.003,0.002,0.03,0.265
263.97,-0.085,0.005,-0.013,0.012,0.03,0.265
263.98,-0.075,0.025,-0.003,0.012,0.02,0.265
263.99,-0.085,0.005,-0.013,0.022,0.02,0.265
264,-0.075,0.015,-0.003,0.022,0.02,0.265
264.01,-0.075,0.005,0.007,0.022,0.01,0.265
264.02,-0.065,0.015,0.007,0.022,0.01,0.275
264.03,-0.075,0.005,-0.003,0.032,0.01,0.275
264.04,-0.065,0.015,0.007,0.032,0,0.265
264.05,-0.085,0.005,0.007,0.032,0,0.275
264.06,-0.065,0.015,0.007,0.032,0,0.265
264.07,-0.075,0.005,0.007,0.032,0,0.275
264.08,-0.075,0.025,0.007,0.022,0,0.265
264.09,-0.085,0.005,0.007,0.022,0,0.275
264.1,-0.075,0.015,0.007,0.022,0.01,0.265
264.11,-0.085,0.005,-0.003,0.012,0,0.265
264.12,-0.075,0.025,0.007,0.022,0.01,0.265
264.13,-0.085,0.005,-0.003,0.012,0.01,0.265
264.14,-0.075,0.015,0.007,0.002,0.01,0.265
264.15,-0.075,0.005,-0.003,0.002,0.02,0.275
264.16,-0.065,0.015,0.007,0.012,0.02,0.265
264.17,-0.075,0.005,-0.003,0.002,0.03,0.265
264.18,-0.065,0.015,0.007,0.002,0.03,0.265
264.19,-0.075,0.005,-0.003,0.002,0.05,0.275
264.2,-0.075,0.015,0.007,0.002,0.05,0.275
264.21,-0.085,0.005,-0.003,0.002,0.05,0.275
264.22,-0.075,0.015,-0.003,0.002,0.06,0.265
264.23,-0.075,-0.005,-0.003,0.002,0.06,0.265
264.24,-0.075,0.015,0.007,0.002,0.06,0.265
264.25,-0.085,-0.005,-0.003,0.002,0.05,0.265
264.26,-0.075,0.015,-0.003,0.002,0.06,0.265
264.27,-0.085,-0.005,-0.003,0.002,0.05,0.265
264.28,-0.075,0.005,-0.003,0.012,0.05,0.265
264.29,-0.085,0.005,-0.003,0.012,0.05,0.265
264.3,-0.065,0.015,-0.003,0.012,0.03,0.265
264.31,-0.075,0.005,-0.003,0.022,0.03,0.275
264.32,-0.065,0.015,0.007,0.022,0.02,0.275
264.33,-0.075,0.005,-0.003,0.012,0.02,0.275
264.34,-0.065,0.015,-0.003,0.012,0.02,0.275
264.35,-0.075,0.005,-0.003,0.012,0.01,0.275
264.36,-0.075,0.015,0.007,0.022,0,0.265
264.37,-0.085,0.005,-0.003,0.022,0,0.275
264.38,-0.075,0.015,0.007,0.032,-0.01,0.265
264.39,-0.085,0.005,-0.003,0.032,-0.01,0.275
264.4,-0.075,0.025,0.007,0.032,-0.01,0.275
264.41,-0.075,0.015,-0.003,0.032,-0.01,0.275
264.42,-0.075,0.025,0.007,0.032,-0.03,0.275
264.43,-0.085,0.005,-0.003,0.032,-0.04,0.275
264.44,-0.075,0.025,0.007,0.032,-0.04,0.275
264.45,-0.085,0.015,-0.003,0.042,-0.04,0.275
264.46,-0.075,0.025,0.007,0.032,-0.04,0.275
264.47,-0.075,0.015,-0.003,0.032,-0.04,0.275
264.48,-0.065,0.025,0.007,0.032,-0.03,0.275
264.49,-0.075,0.015,-0.003,0.032,-0.03,0.275
264.5,-0.065,0.025,-0.003,0.022,-0.01,0.275
264.51,-0.075,0.005,-0.003,0.022,-0.01,0.275
264.52,-0.075,0.025,0.007,0.012,0,0.275
264.53,-0.085,0.015,-0.003,0.022,0,0.275
264.54,-0.075,0.025,-0.003,0.022,0.01,0.275
264.55,-0.085,0.005,-0.003,0.022,0.01,0.275
264.56,-0.075,0.025,-0.003,0.012,0.01,0.275
264.57,-0.085,0.015,-0.003,0.012,0.03,0.275
264.58,-0.075,0.025,-0.003,0.012,0.03,0.275
264.59,-0.085,0.015,-0.003,0.012,0.05,0.275
264.6,-0.075,0.015,0.007,0.012,0.05,0.275
264.61,-0.075,0.005,-0.003,0.002,0.05,0.285
264.62,-0.065,0.015,-0.003,0.002,0.05,0.275
264.63,-0.075,0.005,-0.003,0.012,0.06,0.275
264.64,-0.065,0.025,0.007,0.002,0.06,0.275
264.65,-0.075,0.015,-0.003,0.002,0.06,0.275
264.66,-0.065,0.015,0.007,0.002,0.06,0.275
264.67,-0.075,0.005,-0.003,0.002,0.05,0.275
264.68,-0.075,0.015,0.007,0.002,0.03,0.275
264.69,-0.085,0.005,-0.003,0.012,0.03,0.275
264.7,-0.075,0.025,0.007,0.012,0.02,0.265
264.71,-0.085,0.005,-0.003,0.012,0.02,0.275
264.72,-0.065,0.025,0.007,0.012,0.01,0.265
264.73,-0.075,0.005,-0.003,0.022,0,0.275
264.74,-0.065,0.025,0.007,0.022,-0.01,0.265
264.75,-0.075,0.015,-0.003,0.032,-0.03,0.265
264.76,-0.065,0.025,0.007,0.032,-0.04,0.265
264.77,-0.075,0.005,-0.003,0.032,-0.04,0.265
264.78,-0.065,0.025,0.007,0.032,-0.04,0.265
264.79,-0.075,0.015,-0.003,0.042,-0.04,0.265
264.8,-0.065,0.025,0.007,0.042,-0.05,0.265
264.81,-0.075,0.015,-0.003,0.042,-0.04,0.265
264.82,-0.065,0.025,0.007,0.042,-0.04,0.255
264.83,-0.075,0.015,-0.003,0.042,-0.04,0.265
264.84,-0.075,0.025,0.007,0.042,-0.04,0.255
264.85,-0.075,0.005,-0.003,0.042,-0.04,0.265
264.86,-0.075,0.025,-0.003,0.032,-0.03,0.255
264.87,-0.075,0.015,-0.003,0.042,-0.01,0.265
264.88,-0.065,0.025,-0.003,0.032,-0.01,0.255
264.89,-0.075,0.015,-0.003,0.032,-0.01,0.265
264.9,-0.065,0.025,-0.003,0.032,0,0.265
264.91,-0.075,0.015,-0.013,0.032,0.01,0.265
264.92,-0.065,0.025,-0.003,0.022,0.01,0.265
264.93,-0.075,0.005,-0.013,0.022,0.01,0.265
264.94,-0.065,0.025,-0.013,0.012,0.01,0.255
264.95,-0.075,0.015,-0.013,0.012,0.01,0.265
264.96,-0.065,0.015,-0.013,0.012,0.01,0.265
264.97,-0.075,0.015,-0.013,0.002,0.01,0.265
264.98,-0.065,0.025,-0.013,-0.008,0.02,0.265
264.99,-0.075,0.005,-0.013,0.002,0.02,0.265
265,-0.065,0.015,-0.013,-0.008,0.01,0.265
265.01,-0.075,0.015,-0.013,-0.008,0.01,0.265
265.02,-0.065,0.025,-0.003,-0.008,0.01,0.265
265.03,-0.075,0.015,-0.003,-0.008,0.01,0.265
265.04,-0.065,0.025,0.007,-0.008,0.01,0.265
265.05,-0.075,0.015,0.007,-0.008,0.01,0.265
265.06,-0.065,0.025,0.007,0.012,0.01,0.265
265.07,-0.075,0.015,0.007,0.012,0,0.275
265.08,-0.065,0.025,0.007,0.012,0,0.265
265.09,-0.075,0.015,0.007,0.022,-0.01,0.265
265.1,-0.065,0.025,0.007,0.022,-0.03,0.265
265.11,-0.075,0.015,0.007,0.022,-0.03,0.265
265.12,-0.065,0.025,0.007,0.022,-0.03,0.265
265.13,-0.075,0.015,0.007,0.032,-0.04,0.265
265.14,-0.065,0.025,0.007,0.032,-0.04,0.265
265.15,-0.075,0.025,0.007,0.032,-0.05,0.265
265.16,-0.065,0.025,0.007,0.032,-0.05,0.265
265.17,-0.085,0.015,0.007,0.042,-0.05,0.265
265.18,-0.075,0.025,0.007,0.032,-0.06,0.265
265.19,-0.085,0.005,0.007,0.032,-0.06,0.265
265.2,-0.075,0.015,0.007,0.032,-0.06,0.265
265.21,-0.085,0.015,0.007,0.032,-0.06,0.265
265.22,-0.075,0.025,0.007,0.032,-0.06,0.255
265.23,-0.075,0.005,0.007,0.022,-0.06,0.255
265.24,-0.075,0.025,0.007,0.022,-0.06,0.255
265.25,-0.085,0.015,0.007,0.022,-0.06,0.255
265.26,-0.075,0.025,0.007,0.012,-0.05,0.255
265.27,-0.085,0.015,0.007,0.012,-0.05,0.255
265.28,-0.075,0.025,0.007,0.012,-0.05,0.255
265.29,-0.075,0.015,0.007,0.012,-0.05,0.255
265.3,-0.075,0.025,0.007,0.012,-0.04,0.255
265.31,-0.085,0.015,0.007,0.012,-0.03,0.265
265.32,-0.075,0.025,0.007,0.012,-0.03,0.255
265.33,-0.075,0.005,-0.003,0.012,-0.03,0.255
265.34,-0.065,0.025,0.007,0.012,-0.03,0.255
265.35,-0.085,0.005,-0.003,0.012,-0.03,0.265
265.36,-0.065,0.025,0.007,0.012,-0.03,0.255
265.37,-0.075,0.015,0.007,0.012,-0.03,0.265
265.38,-0.055,0.025,0.007,0.012,-0.04,0.255
265.39,-0.075,0.015,0.007,0.022,-0.03,0.255
265.4,-0.055,0.025,0.007,0.022,-0.04,0.255
265.41,-0.075,0.005,0.007,0.012,-0.04,0.265
265.42,-0.055,0.015,0.007,0.012,-0.04,0.255
265.43,-0.075,0.015,0.007,0.012,-0.04,0.265
265.44,-0.065,0.025,0.007,0.012,-0.04,0.265
265.45,-0.075,0.015,0.007,0.012,-0.04,0.265
265.46,-0.055,0.035,0.007,0.022,-0.04,0.265
265.47,-0.075,0.015,0.007,0.022,-0.04,0.265
265.48,-0.065,0.025,0.007,0.022,-0.04,0.265
265.49,-0.075,0.015,0.007,0.022,-0.05,0.265
265.5,-0.065,0.025,0.007,0.022,-0.05,0.265
265.51,-0.075,0.015,0.007,0.022,-0.05,0.265
265.52,-0.065,0.025,0.007,0.032,-0.05,0.265
265.53,-0.075,0.015,0.007,0.032,-0.05,0.265
265.54,-0.065,0.025,0.007,0.032,-0.05,0.265
265.55,-0.075,0.015,0.007,0.042,-0.04,0.265
265.56,-0.055,0.025,0.007,0.032,-0.05,0.255
265.57,-0.075,0.015,0.007,0.032,-0.05,0.265
265.58,-0.065,0.025,0.007,0.032,-0.05,0.265
265.59,-0.075,0.005,0.007,0.032,-0.05,0.265
265.6,-0.065,0.015,0.007,0.032,-0.05,0.255
265.61,-0.085,0.005,0.007,0.032,-0.05,0.265
265.62,-0.075,0.015,0.007,0.032,-0.05,0.255
265.63,-0.085,0.015,0.007,0.022,-0.05,0.265
265.64,-0.075,0.015,0.007,0.022,-0.05,0.255
265.65,-0.085,0.005,0.007,0.022,-0.04,0.255
265.66,-0.075,0.015,0.007,0.012,-0.05,0.255
265.67,-0.085,0.005,0.007,0.012,-0.05,0.255
265.68,-0.075,0.015,0.007,0.012,-0.05,0.245
265.69,-0.085,0.005,0.007,0.012,-0.05,0.255
265.7,-0.075,0.015,0.007,0.002,-0.04,0.245
265.71,-0.085,0.005,0.007,0.012,-0.04,0.255
265.72,-0.075,0.015,0.007,0.012,-0.05,0.255
265.73,-0.085,0.005,0.007,0.012,-0.04,0.255
265.74,-0.075,0.015,0.007,0.022,-0.04,0.245
265.75,-0.085,0.005,0.007,0.022,-0.04,0.255
265.76,-0.075,0.015,0.007,0.022,-0.04,0.245
265.77,-0.085,0.005,0.007,0.032,-0.04,0.255
265.78,-0.075,0.015,0.007,0.032,-0.04,0.245
265.79,-0.075,0.005,0.007,0.032,-0.04,0.255
265.8,-0.075,0.025,0.007,0.032,-0.04,0.245
265.81,-0.075,0.015,0.007,0.032,-0.04,0.255
265.82,-0.065,0.025,0.007,0.032,-0.05,0.245
265.83,-0.075,0.015,0.007,0.032,-0.05,0.255
265.84,-0.055,0.015,0.007,0.032,-0.05,0.245
265.85,-0.065,0.005,0.007,0.032,-0.06,0.255
265.86,-0.055,0.025,0.007,0.032,-0.06,0.255
265.87,-0.065,0.015,0.007,0.032,-0.06,0.255
265.88,-0.045,0.025,0.007,0.032,-0.06,0.255
265.89,-0.055,0.015,0.007,0.032,-0.06,0.255
265.9,-0.045,0.025,0.007,0.032,-0.08,0.255
265.91,-0.055,0.015,0.007,0.032,-0.06,0.255
265.92,-0.035,0.025,0.007,0.022,-0.06,0.255
265.93,-0.055,0.015,0.007,0.032,-0.06,0.255
265.94,-0.045,0.025,0.007,0.032,-0.06,0.255
265.95,-0.045,0.005,0.007,0.032,-0.06,0.255
265.96,-0.035,0.025,0.007,0.032,-0.05,0.255
265.97,-0.045,0.015,0.007,0.022,-0.05,0.255
265.98,-0.035,0.025,0.007,0.022,-0.05,0.255
265.99,-0.045,0.015,0.007,0.022,-0.05,0.255
266,-0.035,0.025,0.007,0.022,-0.05,0.255
266.01,-0.045,0.005,0.007,0.012,-0.04,0.255
266.02,-0.035,0.025,0.007,0.012,-0.04,0.255
266.03,-0.045,0.015,0.007,0.012,-0.03,0.265
266.04,-0.035,0.025,0.007,0.012,-0.04,0.255
266.05,-0.045,0.015,0.007,0.012,-0.01,0.255
266.06,-0.035,0.015,0.007,0.012,-0.03,0.255
266.07,-0.055,0.005,-0.003,0.012,-0.03,0.255
266.08,-0.045,0.015,0.007,0.012,-0.03,0.255
266.09,-0.065,0.005,-0.003,0.012,-0.01,0.255
266.1,-0.055,0.015,0.007,0.012,-0.01,0.255
266.11,-0.065,0.015,-0.003,0.022,-0.01,0.255
266.12,-0.055,0.025,0.007,0.022,-0.01,0.255
266.13,-0.055,0.005,0.007,0.032,-0.01,0.255
266.14,-0.055,0.015,0.007,0.032,-0.01,0.255
266.15,-0.055,0.005,0.007,0.032,-0.01,0.255
