,ch4 x=80m,ch7 x=50m,ch18 x=40m,ch10 x=30.8m,ch20 x=20m,ch23 x=5m
t(s),水位(cm),水位(cm),水位(cm),水位(cm),水位(cm),水位(cm)
89.17,0.015,0.065,0.177,-1.098,-2.29,1.095
89.18,-0.005,0.055,0.177,-1.128,-2.32,1.085
89.19,0.015,0.075,0.187,-1.168,-2.36,1.075
89.2,-0.005,0.055,0.187,-1.188,-2.41,1.075
89.21,0.025,0.075,0.207,-1.208,-2.46,1.065
89.22,-0.005,0.055,0.207,-1.228,-2.49,1.055
89.23,0.015,0.065,0.227,-1.248,-2.52,1.045
89.24,-0.005,0.045,0.237,-1.238,-2.51,1.045
89.25,0.015,0.045,0.257,-1.248,-2.49,1.035
89.26,-0.005,0.015,0.267,-1.218,-2.43,1.035
89.27,0.015,0.035,0.297,-1.198,-2.38,1.025
89.28,-0.005,0.005,0.307,-1.158,-2.32,1.015
89.29,0.015,0.015,0.337,-1.118,-2.27,1.005
89.3,-0.005,0.005,0.347,-1.058,-2.24,1.005
89.31,0.015,0.015,0.367,-1.018,-2.21,0.995
89.32,-0.005,0.005,0.387,-0.978,-2.18,0.995
89.33,0.015,0.015,0.417,-0.938,-2.15,0.985
89.34,0.005,0.005,0.417,-0.908,-2.11,0.985
89.35,0.025,0.015,0.447,-0.898,-2.1,0.985
89.36,0.005,0.005,0.457,-0.898,-2.04,0.985
89.37,0.025,0.015,0.487,-0.908,-1.97,0.985
89.38,0.005,-0.005,0.497,-0.918,-1.88,0.995
89.39,0.015,0.015,0.517,-0.948,-1.78,0.995
89.4,0.005,0.005,0.517,-0.978,-1.61,1.005
89.41,0.025,0.015,0.527,-1.008,-1.53,1.005
89.42,0.005,0.005,0.527,-1.028,-1.32,1.005
89.43,0.025,0.025,0.527,-1.058,-1.14,1.015
89.44,0.005,0.005,0.517,-1.068,-0.93,1.015
89.45,0.025,0.015,0.527,-1.068,-0.7,1.015
89.46,0.005,-0.005,0.517,-1.068,-0.48,1.015
89.47,0.025,0.015,0.517,-1.058,-0.36,1.025
89.48,0.015,-0.005,0.507,-1.028,-0.2,1.025
89.49,0.035,0.015,0.507,-1.008,0,1.025
89.5,0.015,-0.005,0.487,-0.978,0.19,1.025
89.51,0.025,0.005,0.467,-0.948,0.4,1.025
89.52,0.015,-0.015,0.447,-0.928,0.56,1.035
89.53,0.025,-0.005,0.447,-0.918,0.72,1.035
89.54,0.015,-0.015,0.417,-0.908,0.89,1.035
89.55,0.025,-0.005,0.427,-0.918,1.05,1.035
89.56,0.005,-0.025,0.417,-0.918,1.23,1.045
89.57,0.025,-0.005,0.417,-0.928,1.43,1.045
89.58,0.005,-0.025,0.397,-0.928,1.61,1.045
89.59,0.025,-0.015,0.397,-0.948,1.79,1.035
89.6,0.005,-0.025,0.377,-0.958,2,1.035
89.61,0.025,-0.005,0.377,-0.978,2.26,1.035
89.62,0.015,-0.015,0.357,-0.988,2.49,1.025
89.63,0.035,-0.005,0.367,-0.998,2.77,1.025
89.64,0.025,-0.005,0.347,-0.988,2.93,1.015
89.65,0.035,0.005,0.357,-0.988,3.14,1.015
89.66,0.015,-0.005,0.347,-0.978,3.32,1.005
89.67,0.035,0.025,0.347,-0.958,3.44,1.005
89.68,0.025,0.005,0.337,-0.948,3.54,0.995
89.69,0.035,0.025,0.347,-0.938,3.61,0.995
89.7,0.025,0.005,0.347,-0.928,3.64,0.985
89.71,0.045,0.025,0.357,-0.928,3.63,0.985
89.72,0.035,-0.005,0.357,-0.928,3.6,0.985
89.73,0.045,0.015,0.367,-0.928,3.5,0.975
89.74,0.035,-0.005,0.367,-0.928,3.33,0.975
89.75,0.045,-0.005,0.387,-0.928,3.16,0.965
89.76,0.035,-0.015,0.377,-0.938,2.9,0.965
89.77,0.045,-0.015,0.387,-0.938,2.64,0.965
89.78,0.035,-0.045,0.387,-0.928,2.38,0.965
89.79,0.045,-0.055,0.387,-0.948,2.14,0.965
89.8,0.045,-0.095,0.377,-0.948,1.92,0.965
89.81,0.045,-0.105,0.377,-0.948,1.68,0.965
89.82,0.035,-0.145,0.367,-0.958,1.4,0.965
89.83,0.045,-0.155,0.357,-0.968,1.11,0.975
89.84,0.045,-0.185,0.347,-0.988,0.82,0.965
89.85,0.045,-0.185,0.337,-0.998,0.6,0.975
89.86,0.035,-0.205,0.337,-1.018,0.39,0.975
89.87,0.045,-0.185,0.337,-1.038,0.17,0.975
89.88,0.035,-0.185,0.337,-1.068,0.01,0.975
89.89,0.045,-0.145,0.347,-1.098,-0.15,0.975
89.9,0.035,-0.135,0.347,-1.128,-0.23,0.985
89.91,0.045,-0.085,0.377,-1.158,-0.3,0.985
89.92,0.035,-0.075,0.397,-1.178,-0.33,0.985
89.93,0.045,-0.035,0.427,-1.198,-0.36,0.985
89.94,0.035,-0.025,0.447,-1.208,-0.38,0.985
89.95,0.045,-0.005,0.487,-1.218,-0.34,0.985
89.96,0.035,-0.015,0.517,-1.208,-0.3,0.985
89.97,0.045,0.005,0.547,-1.208,-0.28,0.985
89.98,0.035,-0.005,0.567,-1.188,-0.31,0.985
89.99,0.045,-0.005,0.587,-1.158,-0.34,0.985
90,0.025,-0.005,0.597,-1.128,-0.38,0.985
90.01,0.045,-0.005,0.607,-1.108,-0.42,0.995
90.02,0.025,-0.015,0.597,-1.068,-0.47,0.995
90.03,0.035,-0.015,0.597,-1.048,-0.61,0.995
90.04,0.025,-0.025,0.597,-1.028,-0.67,0.995
90.05,0.035,-0.025,0.597,-1.018,-0.71,1.005
90.06,0.025,-0.035,0.597,-1.018,-0.71,1.005
90.07,0.035,-0.025,0.597,-1.018,-0.7,1.005
90.08,0.025,-0.045,0.597,-1.018,-0.66,1.005
90.09,0.035,-0.025,0.597,-1.038,-0.61,1.005
90.1,0.025,-0.025,0.597,-1.058,-0.56,0.995
90.11,0.035,-0.005,0.597,-1.078,-0.52,0.995
90.12,0.025,-0.015,0.597,-1.098,-0.43,0.985
90.13,0.035,0.015,0.597,-1.128,-0.41,0.975
90.14,0.025,0.015,0.587,-1.138,-0.38,0.965
90.15,0.035,0.035,0.577,-1.148,-0.38,0.965
90.16,0.015,0.025,0.547,-1.158,-0.38,0.955
90.17,0.035,0.045,0.537,-1.168,-0.38,0.955
90.18,0.015,0.015,0.507,-1.168,-0.38,0.955
90.19,0.025,0.025,0.477,-1.178,-0.38,0.955
90.2,0.015,0.005,0.437,-1.188,-0.38,0.955
90.21,0.025,0.005,0.417,-1.198,-0.41,0.945
90.22,0.005,-0.015,0.387,-1.208,-0.45,0.945
90.23,0.025,-0.015,0.357,-1.218,-0.56,0.945
90.24,0.005,-0.095,0.327,-1.238,-0.64,0.945
90.25,0.035,-0.125,0.307,-1.258,-0.71,0.935
90.26,0.015,-0.195,0.287,-1.278,-0.8,0.935
90.27,0.025,-0.225,0.297,-1.288,-0.88,0.935
90.28,0.015,-0.275,0.287,-1.288,-0.94,0.925
90.29,0.025,-0.285,0.307,-1.308,-1.02,0.925
90.3,0.005,-0.315,0.327,-1.308,-1.09,0.925
90.31,0.025,-0.335,0.367,-1.298,-1.13,0.925
90.32,-0.005,-0.365,0.407,-1.288,-1.13,0.925
90.33,0.015,-0.345,0.447,-1.278,-1.11,0.925
90.34,0.005,-0.355,0.497,-1.258,-1.1,0.925
90.35,0.015,-0.305,0.557,-1.238,-1.06,0.925
90.36,0.005,-0.295,0.597,-1.218,-1,0.935
90.37,0.025,-0.235,0.657,-1.198,-0.94,0.935
90.38,0.005,-0.205,0.697,-1.158,-0.92,0.945
90.39,0.025,-0.135,0.717,-1.148,-0.94,0.945
90.4,0.005,-0.105,0.737,-1.118,-0.98,0.955
90.41,0.025,-0.045,0.767,-1.108,-1.06,0.955
90.42,0.015,-0.015,0.757,-1.088,-1.14,0.955
90.43,0.025,0.025,0.767,-1.088,-1.21,0.955
90.44,0.005,0.035,0.757,-1.078,-1.26,0.955
90.45,0.025,0.075,0.757,-1.088,-1.28,0.955
90.46,0.005,0.075,0.737,-1.098,-1.28,0.955
90.47,0.015,0.105,0.727,-1.108,-1.28,0.945
90.48,0.005,0.095,0.687,-1.128,-1.26,0.945
90.49,0.015,0.115,0.657,-1.138,-1.26,0.945
90.5,0.005,0.105,0.587,-1.148,-1.26,0.945
90.51,0.015,0.115,0.547,-1.158,-1.26,0.945
90.52,-0.005,0.105,0.497,-1.148,-1.25,0.945
90.53,0.015,0.115,0.467,-1.158,-1.25,0.935
90.54,0.005,0.115,0.417,-1.148,-1.24,0.935
90.55,0.015,0.115,0.397,-1.148,-1.26,0.935
90.56,0.005,0.105,0.357,-1.148,-1.27,0.935
90.57,0.015,0.115,0.347,-1.148,-1.28,0.945
90.58,0.005,0.105,0.347,-1.138,-1.28,0.945
90.59,0.015,0.115,0.357,-1.138,-1.26,0.945
90.6,0.005,0.095,0.357,-1.128,-1.24,0.955
90.61,0.015,0.105,0.367,-1.118,-1.21,0.955
90.62,0.005,0.075,0.377,-1.118,-1.19,0.955
90.63,0.015,0.055,0.407,-1.108,-1.16,0.955
90.64,-0.005,0.005,0.417,-1.098,-1.11,0.955
90.65,0.015,0.015,0.447,-1.098,-1.06,0.955
90.66,0.005,-0.015,0.467,-1.088,-1.02,0.955
90.67,0.015,-0.045,0.497,-1.078,-0.95,0.955
90.68,0.005,-0.115,0.507,-1.068,-0.84,0.955
90.69,0.015,-0.155,0.527,-1.068,-0.72,0.955
90.7,0.005,-0.225,0.537,-1.068,-0.56,0.955
90.71,0.025,-0.245,0.557,-1.068,-0.37,0.945
90.72,0.005,-0.295,0.557,-1.068,-0.26,0.945
90.73,0.025,-0.295,0.567,-1.058,-0.11,0.945
90.74,0.005,-0.365,0.567,-1.058,0.03,0.955
90.75,0.025,-0.355,0.577,-1.058,0.13,0.945
90.76,0.005,-0.375,0.567,-1.048,0.23,0.945
90.77,0.025,-0.355,0.577,-1.048,0.32,0.935
90.78,0.005,-0.345,0.567,-1.038,0.39,0.935
90.79,0.015,-0.295,0.567,-1.038,0.43,0.935
90.8,0.005,-0.285,0.567,-1.018,0.5,0.935
90.81,0.015,-0.225,0.567,-1.008,0.59,0.925
90.82,0.005,-0.175,0.557,-0.978,0.71,0.905
90.83,0.025,-0.115,0.557,-0.968,0.81,0.885
90.84,0.015,-0.095,0.547,-0.948,0.94,0.885
90.85,0.035,-0.035,0.537,-0.948,1.05,0.865
90.86,0.025,-0.025,0.517,-0.938,1.17,0.865
90.87,0.035,0.015,0.497,-0.928,1.29,0.855
90.88,0.025,0.005,0.467,-0.928,1.4,0.865
90.89,0.035,0.035,0.457,-0.928,1.54,0.855
90.9,0.025,0.025,0.427,-0.938,1.64,0.865
90.91,0.045,0.045,0.417,-0.938,1.72,0.865
90.92,0.025,0.025,0.397,-0.958,1.82,0.875
90.93,0.035,0.045,0.387,-0.988,1.88,0.885
90.94,0.025,0.025,0.367,-1.028,1.95,0.915
90.95,0.035,0.045,0.357,-1.088,1.98,0.935
90.96,0.025,0.025,0.347,-1.128,2.01,0.935
90.97,0.045,0.035,0.347,-1.168,2.05,0.945
90.98,0.035,0.025,0.347,-1.198,2.04,0.945
90.99,0.045,0.035,0.347,-1.218,1.99,0.945
91,0.035,0.005,0.347,-1.258,1.94,0.945
91.01,0.045,0.015,0.347,-1.278,1.88,0.945
91.02,0.035,-0.005,0.337,-1.278,1.82,0.945
91.03,0.045,-0.005,0.347,-1.288,1.75,0.945
91.04,0.025,-0.015,0.337,-1.288,1.67,0.945
91.05,0.045,-0.015,0.347,-1.288,1.59,0.935
91.06,0.025,-0.035,0.337,-1.288,1.51,0.935
91.07,0.045,-0.035,0.347,-1.298,1.43,0.925
91.08,0.025,-0.065,0.337,-1.288,1.35,0.915
91.09,0.035,-0.075,0.337,-1.288,1.28,0.895
91.1,0.025,-0.115,0.327,-1.278,1.22,0.885
91.11,0.035,-0.125,0.327,-1.278,1.16,0.865
91.12,0.025,-0.145,0.307,-1.258,1.09,0.855
91.13,0.045,-0.135,0.307,-1.238,0.99,0.845
91.14,0.035,-0.155,0.287,-1.228,0.89,0.835
91.15,0.045,-0.145,0.287,-1.208,0.76,0.835
91.16,0.035,-0.155,0.267,-1.198,0.65,0.835
91.17,0.035,-0.145,0.267,-1.198,0.55,0.825
91.18,0.025,-0.155,0.267,-1.178,0.46,0.825
91.19,0.035,-0.145,0.267,-1.178,0.35,0.825
91.2,0.025,-0.155,0.267,-1.168,0.26,0.825
91.21,0.035,-0.145,0.277,-1.178,0.17,0.825
91.22,0.015,-0.155,0.267,-1.178,0.1,0.825
91.23,0.025,-0.135,0.287,-1.188,0.03,0.825
91.24,0.005,-0.155,0.297,-1.198,-0.08,0.825
91.25,0.025,-0.145,0.317,-1.208,-0.16,0.825
91.26,0.015,-0.155,0.337,-1.208,-0.23,0.825
91.27,0.025,-0.145,0.357,-1.218,-0.3,0.825
91.28,0.015,-0.145,0.367,-1.208,-0.33,0.835
91.29,0.025,-0.145,0.377,-1.218,-0.38,0.835
91.3,0.015,-0.165,0.377,-1.218,-0.42,0.835
91.31,0.025,-0.155,0.387,-1.218,-0.55,0.835
91.32,0.015,-0.175,0.377,-1.218,-0.63,0.835
91.33,0.025,-0.165,0.387,-1.218,-0.71,0.825
91.34,0.005,-0.195,0.377,-1.208,-0.77,0.835
91.35,0.025,-0.195,0.387,-1.208,-0.83,0.825
91.36,0.005,-0.225,0.377,-1.208,-0.87,0.825
91.37,0.025,-0.225,0.377,-1.208,-0.92,0.825
91.38,0.015,-0.245,0.367,-1.198,-0.94,0.825
91.39,0.015,-0.245,0.367,-1.198,-0.95,0.825
91.4,0.015,-0.255,0.367,-1.198,-0.98,0.825
91.41,0.025,-0.255,0.357,-1.208,-1.02,0.825
91.42,0.015,-0.265,0.357,-1.218,-1.06,0.825
91.43,0.025,-0.245,0.367,-1.228,-1.1,0.825
91.44,0.015,-0.255,0.357,-1.228,-1.13,0.825
91.45,0.025,-0.225,0.367,-1.228,-1.14,0.815
91.46,0.015,-0.205,0.387,-1.238,-1.15,0.825
91.47,0.025,-0.165,0.397,-1.248,-1.16,0.815
91.48,0.015,-0.145,0.417,-1.248,-1.17,0.815
91.49,0.025,-0.105,0.427,-1.258,-1.19,0.815
91.5,0.015,-0.095,0.437,-1.258,-1.19,0.815
91.51,0.025,-0.055,0.447,-1.248,-1.21,0.805
91.52,0.005,-0.055,0.457,-1.248,-1.21,0.805
91.53,0.025,-0.025,0.467,-1.228,-1.22,0.805
91.54,0.005,-0.045,0.457,-1.218,-1.24,0.805
91.55,0.015,-0.025,0.457,-1.208,-1.22,0.795
91.56,0.015,-0.045,0.457,-1.188,-1.21,0.795
91.57,0.025,-0.025,0.457,-1.168,-1.21,0.795
91.58,0.005,-0.055,0.457,-1.138,-1.19,0.795
91.59,0.025,-0.045,0.457,-1.108,-1.16,0.795
91.6,0.005,-0.065,0.437,-1.078,-1.13,0.795
91.61,0.025,-0.055,0.417,-1.048,-1.09,0.795
91.62,0.015,-0.085,0.407,-1.018,-1.03,0.795
91.63,0.025,-0.105,0.397,-0.998,-0.99,0.795
91.64,0.005,-0.155,0.377,-0.978,-0.97,0.795
91.65,0.025,-0.175,0.367,-0.968,-0.97,0.795
91.66,0.005,-0.225,0.347,-0.958,-0.95,0.795
91.67,0.025,-0.245,0.347,-0.958,-0.97,0.795
91.68,0.005,-0.285,0.337,-0.958,-0.97,0.795
91.69,0.025,-0.285,0.327,-0.968,-0.98,0.795
91.7,0.005,-0.295,0.317,-0.968,-0.99,0.795
91.71,0.025,-0.285,0.327,-0.978,-0.99,0.795
91.72,0.005,-0.295,0.317,-0.978,-0.98,0.795
91.73,0.025,-0.285,0.317,-0.978,-0.97,0.805
91.74,0.005,-0.295,0.307,-0.988,-0.94,0.805
91.75,0.025,-0.285,0.327,-0.998,-0.92,0.825
91.76,0.005,-0.295,0.307,-0.988,-0.87,0.825
91.77,0.025,-0.275,0.327,-0.988,-0.81,0.845
91.78,0.015,-0.285,0.317,-0.978,-0.75,0.855
91.79,0.035,-0.255,0.327,-0.978,-0.67,0.865
91.8,0.015,-0.255,0.327,-0.968,-0.61,0.865
91.81,0.025,-0.225,0.347,-0.968,-0.55,0.865
91.82,0.005,-0.215,0.357,-0.968,-0.45,0.865
91.83,0.025,-0.175,0.377,-0.968,-0.42,0.855
91.84,0.015,-0.165,0.397,-0.968,-0.38,0.835
91.85,0.025,-0.125,0.417,-0.968,-0.36,0.825
91.86,0.015,-0.115,0.437,-0.978,-0.32,0.805
91.87,0.035,-0.085,0.457,-0.988,-0.27,0.795
91.88,0.015,-0.085,0.477,-0.988,-0.19,0.785
91.89,0.035,-0.045,0.507,-1.008,-0.1,0.785
91.9,0.025,-0.055,0.517,-1.018,0.01,0.775
91.91,0.035,-0.035,0.547,-1.038,0.1,0.765
91.92,0.025,-0.055,0.557,-1.048,0.23,0.735
91.93,0.045,-0.035,0.577,-1.058,0.38,0.715
91.94,0.025,-0.055,0.587,-1.058,0.48,0.705
91.95,0.045,-0.035,0.607,-1.068,0.59,0.685
91.96,0.025,-0.065,0.617,-1.068,0.72,0.675
91.97,0.045,-0.045,0.637,-1.078,0.83,0.685
91.98,0.025,-0.075,0.627,-1.078,0.93,0.715
91.99,0.045,-0.065,0.637,-1.088,1.01,0.745
92,0.025,-0.115,0.627,-1.088,1.1,0.775
92.01,0.045,-0.135,0.627,-1.098,1.17,0.785
92.02,0.025,-0.185,0.617,-1.108,1.26,0.795
92.03,0.045,-0.205,0.627,-1.128,1.32,0.795
92.04,0.025,-0.275,0.607,-1.138,1.4,0.795
92.05,0.045,-0.275,0.597,-1.148,1.48,0.805
92.06,0.025,-0.295,0.567,-1.168,1.55,0.825
92.07,0.045,-0.275,0.557,-1.178,1.61,0.835
92.08,0.035,-0.285,0.537,-1.188,1.66,0.855
92.09,0.045,-0.265,0.517,-1.188,1.68,0.865
92.1,0.035,-0.255,0.487,-1.198,1.71,0.885
92.11,0.045,-0.215,0.467,-1.188,1.71,0.915
92.12,0.035,-0.205,0.447,-1.168,1.7,0.935
92.13,0.045,-0.155,0.427,-1.158,1.66,0.935
92.14,0.025,-0.135,0.407,-1.128,1.61,0.935
92.15,0.045,-0.095,0.397,-1.108,1.56,0.935
92.16,0.025,-0.085,0.387,-1.068,1.5,0.945
92.17,0.045,-0.055,0.387,-1.038,1.4,0.935
92.18,0.025,-0.065,0.377,-1.008,1.32,0.945
92.19,0.045,-0.045,0.377,-0.988,1.23,0.945
92.2,0.025,-0.065,0.367,-0.978,1.13,0.945
92.21,0.045,-0.045,0.377,-0.978,1.04,0.945
92.22,0.025,-0.065,0.377,-0.968,0.95,0.955
92.23,0.045,-0.055,0.387,-0.968,0.85,0.945
92.24,0.035,-0.075,0.377,-0.968,0.78,0.955
92.25,0.045,-0.065,0.377,-0.968,0.7,0.955
92.26,0.035,-0.095,0.367,-0.968,0.61,0.955
92.27,0.045,-0.085,0.377,-0.988,0.54,0.955
92.28,0.025,-0.125,0.377,-0.988,0.46,0.955
92.29,0.045,-0.135,0.377,-1.008,0.33,0.945
92.3,0.025,-0.175,0.367,-1.018,0.19,0.945
92.31,0.045,-0.195,0.387,-1.048,0.08,0.935
92.32,0.025,-0.235,0.377,-1.058,-0.04,0.935
92.33,0.045,-0.235,0.377,-1.088,-0.14,0.915
92.34,0.025,-0.245,0.377,-1.098,-0.22,0.895
92.35,0.045,-0.235,0.377,-1.108,-0.28,0.865
92.36,0.025,-0.245,0.377,-1.108,-0.33,0.845
92.37,0.045,-0.225,0.377,-1.118,-0.38,0.835
92.38,0.035,-0.225,0.377,-1.118,-0.47,0.825
92.39,0.045,-0.175,0.367,-1.108,-0.58,0.815
92.4,0.025,-0.175,0.367,-1.078,-0.61,0.815
92.41,0.045,-0.135,0.367,-1.058,-0.64,0.805
92.42,0.025,-0.135,0.357,-1.028,-0.66,0.805
92.43,0.045,-0.095,0.357,-0.998,-0.7,0.795
92.44,0.035,-0.085,0.347,-0.978,-0.74,0.785
92.45,0.045,-0.055,0.347,-0.968,-0.77,0.785
92.46,0.025,-0.055,0.337,-0.948,-0.8,0.775
92.47,0.045,-0.035,0.347,-0.938,-0.82,0.775
92.48,0.025,-0.045,0.347,-0.928,-0.84,0.765
92.49,0.045,-0.025,0.347,-0.918,-0.86,0.755
92.5,0.025,-0.045,0.347,-0.908,-0.86,0.745
92.51,0.045,-0.025,0.347,-0.908,-0.86,0.755
92.52,0.025,-0.045,0.347,-0.898,-0.84,0.765
92.53,0.045,-0.025,0.347,-0.908,-0.84,0.775
92.54,0.035,-0.045,0.347,-0.908,-0.86,0.785
92.55,0.045,-0.035,0.347,-0.918,-0.88,0.785
92.56,0.025,-0.055,0.347,-0.908,-0.91,0.795
92.57,0.045,-0.055,0.337,-0.918,-0.94,0.805
92.58,0.025,-0.075,0.317,-0.918,-0.98,0.805
92.59,0.045,-0.085,0.297,-0.918,-0.98,0.815
92.6,0.025,-0.145,0.257,-0.918,-0.98,0.815
92.61,0.045,-0.165,0.237,-0.918,-0.94,0.825
92.62,0.025,-0.235,0.187,-0.918,-0.89,0.825
92.63,0.035,-0.265,0.167,-0.918,-0.82,0.825
92.64,0.025,-0.295,0.137,-0.908,-0.71,0.825
92.65,0.045,-0.315,0.127,-0.908,-0.58,0.825
92.66,0.025,-0.365,0.107,-0.908,-0.41,0.815
92.67,0.045,-0.375,0.097,-0.908,-0.32,0.815
92.68,0.025,-0.405,0.077,-0.908,-0.26,0.805
92.69,0.045,-0.395,0.087,-0.898,-0.2,0.805
92.7,0.025,-0.405,0.077,-0.898,-0.15,0.805
92.71,0.045,-0.395,0.087,-0.888,-0.15,0.805
92.72,0.025,-0.395,0.077,-0.878,-0.17,0.805
92.73,0.045,-0.375,0.087,-0.878,-0.2,0.805
92.74,0.025,-0.365,0.087,-0.878,-0.23,0.815
92.75,0.045,-0.315,0.097,-0.878,-0.28,0.815
92.76,0.025,-0.305,0.107,-0.878,-0.31,0.825
92.77,0.035,-0.275,0.137,-0.888,-0.33,0.835
92.78,0.025,-0.265,0.167,-0.888,-0.34,0.855
92.79,0.045,-0.235,0.207,-0.888,-0.36,0.875
92.8,0.025,-0.235,0.237,-0.888,-0.36,0.905
92.81,0.045,-0.215,0.277,-0.888,-0.36,0.925
92.82,0.025,-0.225,0.307,-0.888,-0.36,0.935
92.83,0.045,-0.205,0.347,-0.888,-0.37,0.945
92.84,0.025,-0.225,0.367,-0.888,-0.38,0.945
92.85,0.045,-0.215,0.397,-0.888,-0.39,0.955
92.86,0.025,-0.225,0.417,-0.888,-0.39,0.955
92.87,0.035,-0.205,0.427,-0.898,-0.41,0.955
92.88,0.025,-0.215,0.427,-0.898,-0.39,0.955
92.89,0.045,-0.205,0.447,-0.908,-0.41,0.955
92.9,0.025,-0.225,0.437,-0.908,-0.41,0.965
92.91,0.035,-0.215,0.447,-0.908,-0.42,0.955
92.92,0.025,-0.225,0.437,-0.918,-0.42,0.955
92.93,0.035,-0.215,0.437,-0.918,-0.42,0.945
92.94,0.025,-0.225,0.417,-0.918,-0.42,0.935
92.95,0.045,-0.215,0.417,-0.928,-0.41,0.885
92.96,0.025,-0.225,0.397,-0.938,-0.39,0.845
92.97,0.035,-0.215,0.357,-0.958,-0.37,0.825
92.98,0.025,-0.245,0.307,-0.988,-0.33,0.815
92.99,0.035,-0.235,0.257,-1.028,-0.28,0.795
93,0.025,-0.265,0.197,-1.048,-0.2,0.785
93.01,0.045,-0.265,0.137,-1.088,-0.1,0.755
93.02,0.025,-0.295,0.087,-1.108,0,0.705
93.03,0.035,-0.295,0.057,-1.118,0.06,0.675
93.04,0.015,-0.295,0.037,-1.128,0.09,0.645
93.05,0.035,-0.295,0.037,-1.128,0.09,0.605
93.06,0.015,-0.315,0.027,-1.108,0.09,0.575
93.07,0.025,-0.305,0.027,-1.088,0.08,0.565
93.08,0.015,-0.315,0.017,-1.048,0.07,0.555
93.09,0.025,-0.295,0.027,-1.018,0.07,0.555
93.1,0.015,-0.305,0.027,-0.978,0.08,0.555
93.11,0.025,-0.295,0.027,-0.948,0.1,0.565
93.12,0.015,-0.295,0.037,-0.928,0.15,0.565
93.13,0.035,-0.275,0.057,-0.918,0.21,0.575
93.14,0.015,-0.285,0.067,-0.918,0.24,0.575
93.15,0.035,-0.265,0.087,-0.908,0.29,0.585
93.16,0.015,-0.275,0.097,-0.898,0.35,0.595
93.17,0.025,-0.265,0.127,-0.898,0.4,0.605
93.18,0.025,-0.275,0.147,-0.888,0.44,0.615
93.19,0.025,-0.265,0.187,-0.888,0.46,0.625
93.2,0.015,-0.275,0.197,-0.888,0.5,0.635
93.21,0.025,-0.265,0.237,-0.878,0.52,0.665
93.22,0.015,-0.285,0.257,-0.868,0.56,0.695
93.23,0.025,-0.265,0.297,-0.858,0.59,0.715
93.24,0.015,-0.285,0.337,-0.828,0.61,0.725
93.25,0.035,-0.275,0.377,-0.818,0.62,0.755
93.26,0.015,-0.275,0.407,-0.798,0.65,0.775
93.27,0.025,-0.265,0.427,-0.788,0.63,0.785
93.28,0.015,-0.275,0.457,-0.778,0.62,0.785
93.29,0.025,-0.265,0.497,-0.778,0.6,0.785
93.3,0.025,-0.265,0.507,-0.778,0.56,0.795
93.31,0.035,-0.245,0.527,-0.778,0.54,0.805
93.32,0.015,-0.235,0.527,-0.778,0.51,0.805
93.33,0.035,-0.205,0.537,-0.788,0.46,0.815
93.34,0.015,-0.185,0.517,-0.788,0.39,0.815
93.35,0.025,-0.155,0.527,-0.788,0.28,0.815
93.36,0.015,-0.145,0.517,-0.798,0.18,0.815
93.37,0.025,-0.115,0.507,-0.818,0.1,0.815
93.38,0.015,-0.115,0.497,-0.848,0.02,0.815
93.39,0.025,-0.095,0.487,-0.858,-0.06,0.805
93.4,0.015,-0.105,0.467,-0.858,-0.14,0.805
93.41,0.025,-0.085,0.457,-0.868,-0.21,0.795
93.42,0.015,-0.095,0.417,-0.858,-0.26,0.795
93.43,0.015,-0.095,0.407,-0.858,-0.31,0.785
93.44,0.005,-0.105,0.357,-0.828,-0.34,0.785
93.45,0.015,-0.095,0.327,-0.808,-0.37,0.785
93.46,0.005,-0.115,0.267,-0.788,-0.41,0.785
93.47,0.015,-0.115,0.247,-0.778,-0.49,0.785
93.48,0.005,-0.135,0.217,-0.768,-0.55,0.785
93.49,0.015,-0.135,0.217,-0.748,-0.6,0.785
93.5,0.005,-0.175,0.207,-0.728,-0.63,0.785
93.51,0.015,-0.185,0.207,-0.698,-0.65,0.795
93.52,-0.005,-0.225,0.197,-0.678,-0.69,0.795
93.53,0.015,-0.235,0.197,-0.678,-0.72,0.795
93.54,0.005,-0.265,0.187,-0.668,-0.75,0.805
93.55,0.015,-0.285,0.187,-0.668,-0.77,0.815
93.56,0.005,-0.305,0.167,-0.658,-0.77,0.825
93.57,0.015,-0.305,0.177,-0.668,-0.76,0.825
93.58,0.005,-0.345,0.157,-0.668,-0.74,0.825
93.59,0.015,-0.355,0.147,-0.678,-0.7,0.815
93.6,0.005,-0.375,0.137,-0.678,-0.66,0.815
93.61,0.015,-0.375,0.127,-0.678,-0.61,0.815
93.62,0.005,-0.395,0.107,-0.698,-0.55,0.805
93.63,0.015,-0.385,0.107,-0.718,-0.44,0.785
93.64,0.005,-0.395,0.087,-0.748,-0.39,0.785
93.65,0.015,-0.385,0.077,-0.798,-0.37,0.775
93.66,-0.005,-0.395,0.067,-0.828,-0.33,0.765
93.67,0.015,-0.385,0.067,-0.858,-0.32,0.765
93.68,-0.005,-0.395,0.067,-0.868,-0.3,0.735
93.69,0.015,-0.375,0.067,-0.868,-0.28,0.715
93.7,0.005,-0.375,0.057,-0.858,-0.27,0.695
93.71,0.015,-0.345,0.067,-0.848,-0.27,0.685
93.72,-0.005,-0.335,0.057,-0.818,-0.28,0.685
